   1.53400000 -840.35404176 
   1.53877778 -840.35422438 
   1.54355556 -840.35437453 
   1.54833333 -840.35449416 
   1.55311111 -840.35458286 
   1.55788889 -840.35464603 
   1.56266667 -840.35467812 
   1.56744444 -840.35468229 
   1.57222222 -840.35466038 
   1.57700000 -840.35461186 
